"Step","best_acc","n_hidden","sparsity","mean_corr_det","mean_corr_norm_1","mean_corr_norm_2","mean_corr_norm_fro","mean_corr_norm_nuc","mean_corr_global_diff","bottleneck_det","bottleneck_norm_1","bottleneck_norm_2","bottleneck_norm_fro","bottleneck_norm_nuc","bottleneck_global_diff"
"1","0.9684416055679321","68","0.002993831943185845","0.00006213039012644679","0.02928842981402272","0.02647720293967059","0.02658098243636443","0.02882376463155373","0.08983687048876479","0.03400605544447899","0.661595344543457","0.6372649073600769","0.6394952535629272","0.69062739610672","0.08401887863874435"
"2","0.9684416055679321","68","0.002993831943185845","0.0001975730415137189","0.046024308057227695","0.03712985788589569","0.0375092100707095","0.042450994371817166","0.15813970766547367","0.3468298614025116","1.6482319831848145","1.572676181793213","1.5880635976791382","1.7932109832763672","0.14065302908420563"
"1","0.9685443639755249","68","0.002993831943185845","0.000038106513945356465","0.03426374734841778","0.03290299774368992","0.032923374149749766","0.034061144920497374","0.03662595051725955","0.0314420610666275","0.6702302694320679","0.6279675960540771","0.6299605369567871","0.678037166595459","0.08024923503398895"
"2","0.9685443639755249","68","0.002993831943185845","0.00005224961550170966","0.03327425716877474","0.03162847934731417","0.03167159206234632","0.03328045935330667","0.05454966199415512","0.14395135641098022","1.5322779417037964","1.4833927154541016","1.4865635633468628","1.5804346799850464","0.06575340032577515"
"1","0.9556949138641357","68","0.002993831943185845","0.0001584338393884361","0.023749552809188244","0.021774875309455655","0.02295833766305478","0.0290508682663309","0.35816754691006475","0.02531559392809868","0.6556332111358643","0.610196590423584","0.6116053462028503","0.6516841650009155","0.06851986050605774"
"2","0.9556949138641357","68","0.002993831943185845","0.0002191116772461732","0.03268129611940902","0.03242811364045968","0.03312457522019853","0.039184956782047586","0.255221086649835","0.06709212809801102","1.436060905456543","1.4162379503250122","1.4170300960540771","1.4636114835739136","0.033473674207925797"
"1","0.9763569235801697","68","0.002993831943185845","0.00031169078439141856","0.03695674594094491","0.030614901349499603","0.032263373362573955","0.040795916824060745","0.3538964085472634","0.08287843316793442","0.6729029417037964","0.6478167772293091","0.6603286862373352","0.7757517695426941","0.19930218160152435"
"2","0.9763569235801697","68","0.002993831943185845","0.00017666556478954215","0.042622143689439826","0.032396233030451596","0.032852003315112066","0.03784950794125623","0.20690821887648667","0.5820537209510803","1.5242598056793213","1.4567723274230957","1.5105714797973633","1.8563225269317627","0.2749934494495392"
"1","0.9638158082962036","68","0.002993831943185845","0.00010243329989861641","0.039604107620010744","0.037047732521339145","0.037150762584398395","0.03981263317590999","0.08224794377841742","0.05256517603993416","0.6188322305679321","0.6054189205169678","0.6116130948066711","0.6922433972358704","0.14356760680675507"
"2","0.9638158082962036","68","0.002993831943185845","0.00041979422945120676","0.03318294302454714","0.030816488361388242","0.03369310715919578","0.04443887857432345","0.44824200596961333","0.26874294877052307","1.5890214443206787","1.4737964868545532","1.4850342273712158","1.6561439037322998","0.12766827642917633"
"1","0.9700863361358643","27","0.00012165829623585946","0.0010425759941673264","0.08901733137743462","0.08525428819423836","0.08612689748595337","0.09748330348777977","0.1468512145121716","0.00374930864199996","0.5524259805679321","0.547070324420929","0.5471132397651672","0.5539237260818481","0.012859622947871685"
"2","0.9700863361358643","27","0.00012165829623585946","0.0005928976224012218","0.10661495048641059","0.09499427275689024","0.09519909127183163","0.10123567663519106","0.06796553228463292","0.30478590726852417","1.206825613975525","1.1087204217910767","1.1422916650772095","1.3836191892623901","0.2501722574234009"
"1","0.9642269611358643","27","0.00012165829623585946","0.0010825859995504288","0.08319442781094087","0.08398945791697658","0.08497275706286288","0.09687900413384302","0.15944115508277523","0.036555998027324677","0.5807976722717285","0.5747811198234558","0.5782890915870667","0.6383810043334961","0.11074861884117126"
"2","0.9642269611358643","27","0.00012165829623585946","0.0004675465607340248","0.08333062940977448","0.08064165355598545","0.08084980590922844","0.08643948309093455","0.07396227720584253","0.2853511869907379","1.1496710777282715","1.102251648902893","1.1322444677352905","1.3611319065093994","0.2359296977519989"
"1","0.9608347415924072","27","0.00012165829623585946","0.00014077776167984528","0.07142091784403803","0.0617865985061806","0.061828594482911156","0.0640650499031411","0.038382653612966555","0.06842870265245438","0.6311677694320679","0.5814540386199951","0.593244194984436","0.6991395354270935","0.20434780418872833"
"2","0.9608347415924072","27","0.00012165829623585946","0.0007584691375319213","0.09323659479123747","0.09081170087738785","0.09119497094165561","0.09916380892297981","0.09317485968424889","0.18091866374015808","1.0731908082962036","0.9930633902549744","1.0096362829208374","1.175245761871338","0.18527309596538544"
"1","0.9723478555679321","27","0.00012165829623585946","0.0009836308745973718","0.08568750147443469","0.07357160268400131","0.07477653257716099","0.08694131108660581","0.19000946406736752","0.018211301416158676","0.5368009805679321","0.48270460963249207","0.48417672514915466","0.5204322338104248","0.08163551986217499"
"2","0.9723478555679321","27","0.00012165829623585946","0.00034191128549835936","0.08483329714448819","0.07613962852617788","0.07627193693318189","0.08063021105352505","0.062226335296376833","0.22962260246276855","1.2216283082962036","1.1191866397857666","1.1378370523452759","1.3243558406829834","0.18626362085342407"
"1","0.9724506735801697","27","0.00012165829623585946","0.0008704156800017196","0.10901762895501406","0.09103936262599498","0.0915400230391692","0.100600234482903","0.11070506756880354","0.007862549275159836","0.6118420958518982","0.5722061395645142","0.5723710656166077","0.5859469175338745","0.02413918823003769"
"2","0.9724506735801697","27","0.00012165829623585946","0.0009464923190938111","0.07602832255700027","0.06920033025746468","0.07053907861770055","0.08287789965015861","0.2096322826096105","0.10875833034515381","1.127467155456543","1.0677294731140137","1.0725769996643066","1.1695889234542847","0.09585303068161011"
"1","0.96875","32","0.0027511696997615737","0.0013109062921416966","0.05800978888565074","0.058987579656984736","0.06303503274477548","0.0812110087206058","0.4134573061135972","0.005209202412515879","0.6085526347160339","0.556115448474884","0.5561943054199219","0.5654825568199158","0.017026785761117935"
"2","0.96875","32","0.0027511696997615737","0.00016809621988139086","0.06832726248193907","0.06462896160388937","0.06468127689248171","0.06722990421088422","0.04122773294265438","0.09634475409984589","1.3299753665924072","1.214644432067871","1.2172315120697021","1.2939637899398804","0.06623116880655289"
"1","0.9645353555679321","32","0.0027511696997615737","0.00037068629122081174","0.07634853403395839","0.06426364249149595","0.06452199634156884","0.0700318541404056","0.09400164690763653","0.011011864058673382","0.6126644611358643","0.5386719107627869","0.5390596985816956","0.5591145157814026","0.03880731761455536"
"2","0.9645353555679321","32","0.0027511696997615737","0.0004947231896476797","0.0750324716521966","0.06642973388150487","0.06684588283778854","0.0738770494244235","0.11520095286529392","0.09287051856517792","1.196751594543457","1.140947937965393","1.1438478231430054","1.2223455905914307","0.07169477641582489"
"1","0.9594983458518982","32","0.0027511696997615737","0.0003498366592446373","0.07882098094558537","0.06609071381346876","0.0663023473674505","0.0713839938986559","0.0861175428257556","0.001400168053805828","0.6038240194320679","0.5601338148117065","0.5601394176483154","0.5626335144042969","0.004514265805482864"
"2","0.9594983458518982","32","0.0027511696997615737","0.0005405542534243987","0.07953547564796165","0.07452083559842211","0.074873036418229","0.08177456871995253","0.1031359101105501","0.06301875412464142","1.2051808834075928","1.1541162729263306","1.1554073095321655","1.2087197303771973","0.04742365702986717"
"1","0.9605263471603394","32","0.0027511696997615737","0.0002935930604015257","0.06728906986768089","0.05933276665313416","0.05953874642930916","0.06428101155999824","0.08663590653063677","0.08768055588006973","0.6726973652839661","0.6122944951057434","0.6288170218467712","0.7554944753646851","0.24213948845863342"
"2","0.9605263471603394","32","0.0027511696997615737","0.00026563014910954024","0.07417723805924546","0.06904286609094329","0.06914997647071341","0.07289018825685181","0.06452990472483117","0.09056475013494492","1.2164884805679321","1.1603814363479614","1.1630032062530518","1.2384288311004639","0.06760307401418686"
"1","0.9655632972717285","32","0.0027511696997615737","0.00034218054636381073","0.07814129868261341","0.07030208097541495","0.07047037031132705","0.0751693699890001","0.07418134643202201","0.0021158086601644754","0.5756579041481018","0.5702568292617798","0.5702688694000244","0.5739670991897583","0.006689173169434071"
"2","0.9655632972717285","32","0.0027511696997615737","0.0007439334663191378","0.06292848115089894","0.061950268996473545","0.06310341765959708","0.07395882809347255","0.21674019485418858","0.159800723195076","1.298314094543457","1.1911593675613403","1.1986902952194214","1.325314998626709","0.11371026188135147"
"1","0.9599095582962036","52","0.0008530437501693027","0.0005440961894020301","0.04575566414783467","0.042755124500401726","0.0446088383400777","0.0554809952763579","0.3006580396717317","0.051701173186302185","0.6262335777282715","0.615278959274292","0.6209903955459595","0.6993077993392944","0.14149655401706696"
"2","0.9599095582962036","52","0.0008530437501693027","0.00021075903905943446","0.028731766815605488","0.028346988338048384","0.029305810739376298","0.035781959437837","0.2623421573545234","0.5557450652122498","1.3974095582962036","1.3500632047653198","1.411425232887268","1.7617069482803345","0.30532073974609375"
"1","0.9679276347160339","52","0.0008530437501693027","0.0004596474272237525","0.047237331166751675","0.0427586360572664","0.04408922181202304","0.05350845105623292","0.25570830462813143","0.0816527009010315","0.6692023277282715","0.6387965679168701","0.6514596343040466","0.7666192650794983","0.20474928617477417"
"2","0.9679276347160339","52","0.0008530437501693027","0.00018626177107603937","0.028102858488393265","0.02605412893814148","0.027017147824302097","0.03320315977000186","0.2798576208607011","0.5258970856666565","1.3601973056793213","1.3210201263427734","1.379701852798462","1.7191193103790283","0.3019304871559143"
"1","0.9617598652839661","52","0.0008530437501693027","0.00030202477688593175","0.046093337096223236","0.04206021693219044","0.04266878621926354","0.04924098771549042","0.17766459717298078","0.018504057079553604","0.6973683834075928","0.6561245322227478","0.6567303538322449","0.6843265891075134","0.044585373252630234"
"2","0.9617598652839661","52","0.0008530437501693027","0.00022965245814993162","0.04917750785041139","0.04761549096061849","0.04785913606696226","0.05243855281542266","0.10142572976107428","0.09096384048461914","1.4965049028396606","1.4094598293304443","1.410936713218689","1.473997950553894","0.045982301235198975"
"1","0.9654605388641357","52","0.0008530437501693027","0.00012352511821999592","0.05227556371729519","0.04655562740450662","0.04663117345878799","0.04920890747195639","0.06747521309524611","0.025439701974391937","0.6418585777282715","0.636268675327301","0.6375236511230469","0.6762512922286987","0.06302417069673538"
"2","0.9654605388641357","52","0.0008530437501693027","0.0002219707195385147","0.035110046076130955","0.03363987998227616","0.034280912060224975","0.04023831968109388","0.20572827974778327","0.11869268864393234","1.4111841917037964","1.347296953201294","1.3501741886138916","1.4353938102722168","0.065543033182621"
"1","0.9684416055679321","52","0.0008530437501693027","0.00008449974670433964","0.0360691598687798","0.03147095225962661","0.03158528299794961","0.03415595988212371","0.09564796386803044","0.03145000338554382","0.6254111528396606","0.6120262145996094","0.6141796708106995","0.6634129285812378","0.08437153697013855"
"2","0.9684416055679321","52","0.0008530437501693027","0.000005126383795222977","0.0473140795717605","0.045735424446358065","0.04573556179787019","0.04584751226137847","0.0024650345906013435","0.43328359723091125","1.4656660556793213","1.381498098373413","1.416651964187622","1.6951313018798828","0.22817015647888184"
"1","0.9757401347160339","41","0.0006962341711624676","0.0003002715358140894","0.05602381109983993","0.05019757686419528","0.050552730645867815","0.05617937030068815","0.1273536249290495","0.01767995022237301","0.65234375","0.6498697400093079","0.6504389643669128","0.6770750880241394","0.04351605847477913"
"2","0.9757401347160339","41","0.0006962341711624676","0.00008809216166907759","0.049950884143756674","0.0496292908646129","0.049661022431198645","0.05140429429775464","0.0357792020188881","0.14657855033874512","1.27734375","1.2667607069015503","1.2720345258712769","1.382472038269043","0.09142473340034485"
"1","0.9629934430122375","41","0.0006962341711624676","0.0004628124436042126","0.06527337724089696","0.05516189915259148","0.055796312317953484","0.06355197365535577","0.18051144016384071","0.013716034591197968","0.6305509805679321","0.6028023958206177","0.60323166847229","0.6255561709403992","0.03935347497463226"
"2","0.9629934430122375","41","0.0006962341711624676","0.00008566412541640088","0.05254744347077095","0.049112522521089906","0.04914348632935709","0.05085676453960189","0.03592586610236208","0.04992016777396202","1.3120887279510498","1.309389591217041","1.3099445104599","1.3475143909454346","0.029168691486120224"
"1","0.9730674028396606","41","0.0006962341711624676","0.00010652898195731923","0.042827999756025775","0.03558064306071228","0.0357063900013165","0.038574658142889004","0.08924750797416005","0.08339207619428635","0.7113486528396606","0.6655662655830383","0.6772571802139282","0.790861189365387","0.19001713395118713"
"2","0.9730674028396606","41","0.0006962341711624676","0.0005394878977191393","0.07327397520032077","0.06390832523476947","0.06446343522438604","0.07234991552425542","0.13657752996404793","0.32428810000419617","1.3040707111358643","1.2373100519180298","1.2647639513015747","1.499401330947876","0.21250510215759277"
"1","0.9644325971603394","41","0.0006962341711624676","0.00037928008437727916","0.05465667659817132","0.05457532881615421","0.05501603689994742","0.06152499073491141","0.1283754308489649","0.008587617427110672","0.5931332111358643","0.5617045760154724","0.5619125962257385","0.5769930481910706","0.027311664074659348"
"2","0.9644325971603394","41","0.0006962341711624676","0.0002433212802955458","0.05503447061321574","0.05388976305538219","0.054078584442352","0.05840493006484716","0.08425118639717367","0.02097230777144432","1.3162007331848145","1.2285104990005493","1.2286291122436523","1.245581865310669","0.013985948637127876"
"1","0.9591900110244751","41","0.0006962341711624676","0.00006176358094760263","0.0678137612665906","0.057818401308151884","0.05782826863798156","0.05888663528816846","0.020482421562702302","0.003007034305483103","0.58984375","0.5802397131919861","0.5802628993988037","0.5854220986366272","0.00895768590271473"
"2","0.9591900110244751","41","0.0006962341711624676","0.0002002483636546613","0.05067961958758421","0.04816845186533453","0.04834751797408377","0.05232570325914099","0.08676617749362514","0.16752435266971588","1.3427220582962036","1.2517694234848022","1.2589031457901","1.3855994939804077","0.10780590772628784"
"1","0.9775904417037964","76","0.001436679281043276","0.00021302821488589543","0.0473306740229152","0.03913261810538689","0.039509444704030595","0.04457636874614891","0.14957417213931104","0.03634348139166832","0.7423930764198303","0.7269691228866577","0.7286860942840576","0.7769622802734375","0.06914986670017242"
"2","0.9775904417037964","76","0.001436679281043276","0.0003476530407576378","0.03194599430079833","0.028441490399458598","0.030956922074574737","0.040664937056960615","0.4970233677336978","0.16699962317943573","1.5345394611358643","1.5176408290863037","1.5216249227523804","1.6276798248291016","0.07264251261949539"
"1","0.9672080278396606","76","0.001436679281043276","0.00004520671410632095","0.03950734095575428","0.032422848988087935","0.03245281450146885","0.03381713466985914","0.04909108129063078","0.028607528656721115","0.6969572305679321","0.6765028834342957","0.6778232455253601","0.7187902331352234","0.0628160834312439"
"2","0.9672080278396606","76","0.001436679281043276","0.00013776895848058844","0.036854998849159284","0.0295887997529441","0.029952904875512762","0.034244918271806306","0.17249906928860198","0.22562438249588013","1.6184210777282715","1.5993293523788452","1.6055392026901245","1.7404037714004517","0.08831027150154114"
"1","0.9748150110244751","76","0.001436679281043276","0.000024380785739736778","0.012618427511685465","0.013406646152252566","0.01352942423955239","0.015225205802657028","0.2460125100482224","0.0026725679636001587","0.6671463847160339","0.6135483384132385","0.6135638356208801","0.6179042458534241","0.007166378200054169"
"2","0.9748150110244751","76","0.001436679281043276","0.000012659042407293438","0.019829068249252537","0.018915019156438923","0.018926855443688627","0.01958427792390806","0.051623499733265236","0.04293063282966614","1.5941612720489502","1.5420302152633667","1.5422815084457397","1.5698705911636353","0.01811438426375389"
"1","0.9744037389755249","76","0.001436679281043276","0.0001305255243387108","0.02504043592996933","0.024678692237365154","0.025239083535773612","0.029967689040084167","0.26432578597960965","0.004099835641682148","0.7080591917037964","0.662002682685852","0.6620316505432129","0.6681957840919495","0.009422298520803452"
"2","0.9744037389755249","76","0.001436679281043276","0.000008709542787863708","0.02679834494443461","0.024238311464208667","0.024240974823594844","0.024597641065229946","0.015013841698067326","0.12009263038635254","1.6416529417037964","1.5733492374420166","1.5751997232437134","1.6496784687042236","0.048644013702869415"
"1","0.951171875","76","0.001436679281043276","0.000014544802209206778","0.045691102225426036","0.04230749891228469","0.0423088956871745","0.042651286717831","0.009944573378143973","0.046532291918992996","0.6122533082962036","0.5745368599891663","0.5802173614501953","0.6555278301239014","0.14385436475276947"
"2","0.951171875","76","0.001436679281043276","0.00007644219285779283","0.0366256768306201","0.030526855610337945","0.030629388058348618","0.03303095212894255","0.09516242999193285","0.48609301447868347","1.3902137279510498","1.3721559047698975","1.4171479940414429","1.7264108657836914","0.2608520984649658"
"1","0.9567228555679321","49","0.00034597163374918045","0.0006746573337583012","0.06122440825561517","0.05306197232989403","0.05456401600561901","0.0657764890380906","0.2667169450335505","0.0015941780293360353","0.6587170958518982","0.6259133815765381","0.6259185671806335","0.6284603476524353","0.004081148654222488"
"2","0.9567228555679321","49","0.00034597163374918045","0.00019587214205926538","0.04407756439118281","0.04312958243498825","0.04336802881011712","0.04767106257462362","0.10605197558273005","0.29023855924606323","1.469778060913086","1.4251186847686768","1.439597249031067","1.6287779808044434","0.14306490123271942"
